=======================================
Rules with supp=20 and conf=75
=======================================
"rules","support","confidence","lift","count"
"{index=[25.5,37.8)} => {CL=[31.2,39.4)}",0.2,0.833333333333333,2.10970464135021,40
"{index=[25.5,37.8)} => {CW=[35.9,45.2)}",0.21,0.875,2.16049382716049,42
"{CL=[22.9,31.2)} => {CW=[26.5,35.9)}",0.31,0.984126984126984,2.81179138321995,62
"{CW=[26.5,35.9)} => {CL=[22.9,31.2)}",0.31,0.885714285714286,2.81179138321995,62
"{CL=[22.9,31.2)} => {FL=[11.2,15.2)}",0.29,0.920634920634921,2.59333780460541,58
"{FL=[11.2,15.2)} => {CL=[22.9,31.2)}",0.29,0.816901408450704,2.59333780460541,58
"{CL=[22.9,31.2)} => {BD=[ 9.97,13.85)}",0.285,0.904761904761905,2.47879973907371,57
"{BD=[ 9.97,13.85)} => {CL=[22.9,31.2)}",0.285,0.780821917808219,2.47879973907371,57
"{CL=[22.9,31.2)} => {RW=[ 9.93,13.35)}",0.275,0.873015873015873,2.05415499533147,55
"{BD=[13.85,17.73)} => {FL=[15.2,19.1)}",0.305,0.884057971014493,2.42207663291642,61
"{FL=[15.2,19.1)} => {BD=[13.85,17.73)}",0.305,0.835616438356164,2.42207663291642,61
"{BD=[13.85,17.73)} => {CL=[31.2,39.4)}",0.31,0.898550724637681,2.27481196110805,62
"{CL=[31.2,39.4)} => {BD=[13.85,17.73)}",0.31,0.784810126582278,2.27481196110805,62
"{BD=[13.85,17.73)} => {CW=[35.9,45.2)}",0.305,0.884057971014493,2.18285918769011,61
"{CW=[35.9,45.2)} => {BD=[13.85,17.73)}",0.305,0.753086419753086,2.18285918769011,61
"{CW=[26.5,35.9)} => {FL=[11.2,15.2)}",0.295,0.842857142857143,2.37424547283702,59
"{FL=[11.2,15.2)} => {CW=[26.5,35.9)}",0.295,0.830985915492958,2.37424547283702,59
"{CW=[26.5,35.9)} => {BD=[ 9.97,13.85)}",0.295,0.842857142857143,2.30919765166341,59
"{BD=[ 9.97,13.85)} => {CW=[26.5,35.9)}",0.295,0.808219178082192,2.30919765166341,59
"{CW=[26.5,35.9)} => {RW=[ 9.93,13.35)}",0.3,0.857142857142857,2.01680672268908,60
"{FL=[11.2,15.2)} => {BD=[ 9.97,13.85)}",0.315,0.887323943661972,2.43102450318348,63
"{BD=[ 9.97,13.85)} => {FL=[11.2,15.2)}",0.315,0.863013698630137,2.43102450318348,63
"{FL=[11.2,15.2)} => {RW=[ 9.93,13.35)}",0.305,0.859154929577465,2.02154101077051,61
"{FL=[15.2,19.1)} => {CL=[31.2,39.4)}",0.34,0.931506849315068,2.35824518813941,68
"{CL=[31.2,39.4)} => {FL=[15.2,19.1)}",0.34,0.860759493670886,2.35824518813941,68
"{FL=[15.2,19.1)} => {CW=[35.9,45.2)}",0.315,0.863013698630137,2.13089802130898,63
"{CW=[35.9,45.2)} => {FL=[15.2,19.1)}",0.315,0.777777777777778,2.13089802130898,63
"{BD=[ 9.97,13.85)} => {RW=[ 9.93,13.35)}",0.305,0.835616438356164,1.96615632554392,61
"{CL=[31.2,39.4)} => {CW=[35.9,45.2)}",0.36,0.911392405063291,2.25035161744022,72
"{CW=[35.9,45.2)} => {CL=[31.2,39.4)}",0.36,0.888888888888889,2.25035161744022,72
"{index=[25.5,37.8),CL=[31.2,39.4)} => {CW=[35.9,45.2)}",0.2,1,2.46913580246914,40
"{index=[25.5,37.8),CW=[35.9,45.2)} => {CL=[31.2,39.4)}",0.2,0.952380952380952,2.41109101868596,40
"{CL=[22.9,31.2),CW=[26.5,35.9)} => {FL=[11.2,15.2)}",0.285,0.919354838709677,2.58973194002726,57
"{FL=[11.2,15.2),CL=[22.9,31.2)} => {CW=[26.5,35.9)}",0.285,0.982758620689655,2.80788177339901,57
"{FL=[11.2,15.2),CW=[26.5,35.9)} => {CL=[22.9,31.2)}",0.285,0.966101694915254,3.06698950766747,57
"{CL=[22.9,31.2),CW=[26.5,35.9)} => {BD=[ 9.97,13.85)}",0.28,0.903225806451613,2.47459125055236,56
"{CL=[22.9,31.2),BD=[ 9.97,13.85)} => {CW=[26.5,35.9)}",0.28,0.982456140350877,2.80701754385965,56
"{CW=[26.5,35.9),BD=[ 9.97,13.85)} => {CL=[22.9,31.2)}",0.28,0.949152542372881,3.01318267419962,56
"{CL=[22.9,31.2),CW=[26.5,35.9)} => {RW=[ 9.93,13.35)}",0.275,0.887096774193548,2.08728652751423,55
"{RW=[ 9.93,13.35),CL=[22.9,31.2)} => {CW=[26.5,35.9)}",0.275,1,2.85714285714286,55
"{RW=[ 9.93,13.35),CW=[26.5,35.9)} => {CL=[22.9,31.2)}",0.275,0.916666666666667,2.91005291005291,55
"{FL=[11.2,15.2),CL=[22.9,31.2)} => {BD=[ 9.97,13.85)}",0.27,0.931034482758621,2.55077940481814,54
"{CL=[22.9,31.2),BD=[ 9.97,13.85)} => {FL=[11.2,15.2)}",0.27,0.947368421052632,2.66864343958488,54
"{FL=[11.2,15.2),BD=[ 9.97,13.85)} => {CL=[22.9,31.2)}",0.27,0.857142857142857,2.72108843537415,54
"{FL=[11.2,15.2),CL=[22.9,31.2)} => {RW=[ 9.93,13.35)}",0.27,0.931034482758621,2.19066937119675,54
"{RW=[ 9.93,13.35),CL=[22.9,31.2)} => {FL=[11.2,15.2)}",0.27,0.981818181818182,2.76568501920615,54
"{FL=[11.2,15.2),RW=[ 9.93,13.35)} => {CL=[22.9,31.2)}",0.27,0.885245901639344,2.81030444964871,54
"{CL=[22.9,31.2),BD=[ 9.97,13.85)} => {RW=[ 9.93,13.35)}",0.26,0.912280701754386,2.14654282765738,52
"{RW=[ 9.93,13.35),CL=[22.9,31.2)} => {BD=[ 9.97,13.85)}",0.26,0.945454545454545,2.59028642590286,52
"{RW=[ 9.93,13.35),BD=[ 9.97,13.85)} => {CL=[22.9,31.2)}",0.26,0.852459016393443,2.70621909966172,52
"{RW=[13.35,16.77),BD=[13.85,17.73)} => {FL=[15.2,19.1)}",0.2,0.888888888888889,2.43531202435312,40
"{FL=[15.2,19.1),RW=[13.35,16.77)} => {BD=[13.85,17.73)}",0.2,0.833333333333333,2.41545893719807,40
"{FL=[15.2,19.1),BD=[13.85,17.73)} => {CL=[31.2,39.4)}",0.3,0.983606557377049,2.49014318323304,60
"{CL=[31.2,39.4),BD=[13.85,17.73)} => {FL=[15.2,19.1)}",0.3,0.967741935483871,2.65134776844896,60
"{FL=[15.2,19.1),CL=[31.2,39.4)} => {BD=[13.85,17.73)}",0.3,0.882352941176471,2.55754475703325,60
"{FL=[15.2,19.1),BD=[13.85,17.73)} => {CW=[35.9,45.2)}",0.285,0.934426229508197,2.30722525804493,57
"{CW=[35.9,45.2),BD=[13.85,17.73)} => {FL=[15.2,19.1)}",0.285,0.934426229508197,2.56007186166629,57
"{FL=[15.2,19.1),CW=[35.9,45.2)} => {BD=[13.85,17.73)}",0.285,0.904761904761905,2.62249827467219,57
"{RW=[13.35,16.77),BD=[13.85,17.73)} => {CL=[31.2,39.4)}",0.205,0.911111111111111,2.30661040787623,41
"{RW=[13.35,16.77),CL=[31.2,39.4)} => {BD=[13.85,17.73)}",0.205,0.836734693877551,2.42531795326826,41
"{RW=[13.35,16.77),BD=[13.85,17.73)} => {CW=[35.9,45.2)}",0.215,0.955555555555556,2.35939643347051,43
"{RW=[13.35,16.77),CW=[35.9,45.2)} => {BD=[13.85,17.73)}",0.215,0.796296296296296,2.30810520665593,43
"{CL=[31.2,39.4),BD=[13.85,17.73)} => {CW=[35.9,45.2)}",0.29,0.935483870967742,2.30983671843887,58
"{CW=[35.9,45.2),BD=[13.85,17.73)} => {CL=[31.2,39.4)}",0.29,0.950819672131147,2.4071384104586,58
